instrument_name,strike,option_type,expiration,mark_iv,open_interest,delta,gamma,vega,theta
BTC-26MAR27-86000-P,86000.0,put,1806048000000,43.17,2.3,-0.50062,1e-05,289.76019,-20.53962
BTC-26MAR27-88000-C,88000.0,call,1806048000000,43.0,19.7,0.47541,1e-05,289.20989,-20.41848
BTC-26MAR27-88000-P,88000.0,put,1806048000000,43.0,0.2,-0.52459,1e-05,289.20898,-20.41835
BTC-26MAR27-90000-C,90000.0,call,1806048000000,42.83,391.3,0.45186,1e-05,287.63866,-20.22876
BTC-26MAR27-90000-P,90000.0,put,1806048000000,42.83,14.0,-0.54811,1e-05,287.65002,-20.22956
BTC-26MAR27-92000-C,92000.0,call,1806048000000,42.69,64.0,0.42893,1e-05,285.14032,-19.98421
BTC-26MAR27-92000-P,92000.0,put,1806048000000,42.69,0.2,-0.57107,1e-05,285.14032,-19.98421
BTC-26MAR27-94000-C,94000.0,call,1806048000000,42.54,35.5,0.40656,1e-05,281.76602,-19.68051
BTC-26MAR27-94000-P,94000.0,put,1806048000000,42.54,9.0,-0.59344,1e-05,281.76602,-19.68051
BTC-26MAR27-95000-C,95000.0,call,1806048000000,42.48,72.0,0.39566,1e-05,279.78381,-19.51351
BTC-26MAR27-95000-P,95000.0,put,1806048000000,42.48,0.4,-0.60434,1e-05,279.78381,-19.51351
BTC-26MAR27-96000-C,96000.0,call,1806048000000,42.39,60.6,0.38476,1e-05,277.57603,-19.31901
BTC-26MAR27-96000-P,96000.0,put,1806048000000,42.39,0.4,-0.61524,1e-05,277.57603,-19.31901
BTC-26MAR27-98000-C,98000.0,call,1806048000000,42.25,18.6,0.36369,1e-05,272.66658,-18.91612
BTC-26MAR27-98000-P,98000.0,put,1806048000000,42.25,0.2,-0.63631,1e-05,272.66658,-18.91612
BTC-26MAR27-100000-C,100000.0,call,1806048000000,42.22,138.6,0.34401,1e-05,267.30695,-18.53066
BTC-26MAR27-100000-P,100000.0,put,1806048000000,42.22,1.5,-0.656,1e-05,267.30309,-18.53017
BTC-26MAR27-102000-C,102000.0,call,1806048000000,42.15,39.4,0.32479,1e-05,261.34226,-18.08493
BTC-26MAR27-104000-C,104000.0,call,1806048000000,42.1,14.6,0.3065,1e-05,254.96695,-17.62385
BTC-26MAR27-105000-C,105000.0,call,1806048000000,42.13,98.0,0.29803,1e-05,251.78037,-17.41506
BTC-26MAR27-106000-C,106000.0,call,1806048000000,42.09,15.4,0.28926,1e-05,248.31881,-17.16042
BTC-26MAR27-108000-C,108000.0,call,1806048000000,42.08,33.1,0.27277,1e-05,241.37371,-16.67559
BTC-26MAR27-110000-C,110000.0,call,1806048000000,42.13,92.0,0.25752,1e-05,234.42331,-16.21418
BTC-26MAR27-110000-P,110000.0,put,1806048000000,42.13,1.2,-0.74248,1e-05,234.42331,-16.21418
BTC-26MAR27-112000-C,112000.0,call,1806048000000,42.17,19.1,0.24301,1e-05,227.32516,-15.74063
BTC-26MAR27-115000-C,115000.0,call,1806048000000,42.17,527.2,0.22206,1e-05,216.20472,-14.97108
BTC-26MAR27-120000-C,120000.0,call,1806048000000,42.23,186.0,0.19106,1e-05,197.76857,-13.71337
BTC-26MAR27-125000-C,125000.0,call,1806048000000,42.4,48.6,0.16492,1e-05,180.23098,-12.5478
BTC-26MAR27-130000-C,130000.0,call,1806048000000,42.66,640.3,0.143,1e-05,163.9887,-11.48548
BTC-26MAR27-130000-P,130000.0,put,1806048000000,42.66,0.2,-0.857,1e-05,163.9887,-11.48548
BTC-26MAR27-140000-C,140000.0,call,1806048000000,43.13,110.1,0.10768,1e-05,134.48595,-9.52414
BTC-26MAR27-150000-C,150000.0,call,1806048000000,43.81,1267.8,0.08289,0.0,110.90078,-7.97809
BTC-26MAR27-160000-C,160000.0,call,1806048000000,44.51,814.6,0.06466,0.0,91.71492,-6.7025
BTC-26MAR27-170000-C,170000.0,call,1806048000000,45.29,146.2,0.05155,0.0,76.74175,-5.70681
BTC-26MAR27-170000-P,170000.0,put,1806048000000,45.29,0.1,-0.94845,0.0,76.73993,-5.70667
BTC-26MAR27-180000-C,180000.0,call,1806048000000,46.15,299.0,0.04204,0.0,65.16344,-4.93788
BTC-26MAR27-190000-C,190000.0,call,1806048000000,47.08,162.1,0.03509,0.0,56.2416,-4.34763
BTC-26MAR27-190000-P,190000.0,put,1806048000000,47.08,0.9,-0.96491,0.0,56.24044,-4.34752
BTC-26MAR27-200000-C,200000.0,call,1806048000000,48.13,283.3,0.03016,0.0,49.63801,-3.92269
BTC-26MAR27-200000-P,200000.0,put,1806048000000,48.13,1.0,-0.96984,0.0,49.63801,-3.92269
